CO_GT ;konsentrasi_CO ;konsentrasi_NMHC;konsentrasi_C6H6;konsentrasi_NMHC ;konsentrasi_NO;konsentrasi_Nox;konsentrasi_NO2;konsentrasi_NO2 ;konsentrasi_O3;konsentrasi_RH ;konsentrasi_AH 
2;975;97;6;793;119;1.133;97;1.254;637;33;1
2;988;118;6;803;123;1.105;98;1.293;658;30;1
1;971;91;6;786;92;1.129;78;1.272;546;29;1
2;1.010;146;7;833;91;1.070;83;1.332;561;28;1
2;984;139;6;790;103;1.131;92;1.268;532;27;1
1;962;155;5;776;102;1.131;81;1.247;535;26;1
2;1.012;128;6;801;94;1.098;90;1.289;525;27;1
2;1.058;166;8;896;98;996;95;1.358;603;29;1
3;1.173;299;10;985;126;905;114;1.477;802;31;1
2;1.127;163;8;907;108;957;106;1.404;796;35;1
2;1.020;154;6;797;95;1.066;99;1.302;689;38;1
1;949;80;4;700;78;1.221;90;1.178;553;34;1
1;930;58;4;710;61;1.278;82;1.137;509;29;0
1;900;55;3;643;55;1.339;74;1.089;455;32;0
1;899;33;3;630;57;1.418;76;1.050;425;27;0
1;866;33;2;569;41;1.468;66;1.055;436;34;0
1;900;32;2;563;46;1.402;73;1.130;618;43;1
1;949;25;1;540;-200;1.457;-200;1.104;747;39;1
-200;897;29;1;529;41;1.462;69;1.101;693;37;1
1;956;26;2;605;52;1.341;71;1.117;691;34;1
1;1.054;86;5;779;111;1.080;98;1.266;1.013;40;1
3;1.343;294;13;1.096;191;839;115;1.587;1.311;38;1
4;1.584;664;24;1.399;244;642;130;1.947;1.675;36;1
4;1.556;695;22;1.337;283;674;150;1.852;1.689;29;1
5;1.565;735;21;1.324;320;695;159;1.872;1.688;28;1
4;1.429;649;18;1.251;249;734;146;1.754;1.548;27;1
4;1.419;586;19;1.267;219;742;138;1.763;1.490;23;1
3;1.373;546;17;1.213;200;791;128;1.711;1.354;20;1
2;1.185;245;10;992;138;942;97;1.448;1.014;22;1
2;1.122;178;8;897;118;991;91;1.372;831;27;1
2;1.085;130;6;820;99;1.060;81;1.325;699;31;1
2;1.249;151;10;968;112;874;99;1.527;926;35;1
2;1.236;272;10;962;117;853;101;1.532;928;40;1
3;1.334;301;12;1.047;129;815;106;1.638;1.038;42;1
2;1.264;237;9;928;132;884;102;1.534;1.035;44;1
1;1.073;95;5;746;73;1.072;84;1.360;789;46;1
1;1.053;68;4;701;68;1.147;81;1.323;692;45;1
2;1.098;101;5;747;80;1.094;91;1.360;764;44;1
1;1.029;81;4;702;68;1.180;82;1.287;639;41;1
1;973;50;3;631;44;1.287;64;1.240;541;41;1
1;972;66;3;639;47;1.222;70;1.256;678;41;1
1;832;22;1;496;-200;1.613;-200;1.066;381;36;1
1;851;18;1;477;15;1.699;26;1.064;343;36;1
1;909;31;2;545;44;1.473;58;1.131;436;36;1
1;1.038;57;4;684;85;1.220;93;1.279;688;39;1
3;1.636;342;16;1.168;207;721;110;1.926;1.438;58;1
4;1.580;644;20;1.295;230;639;115;1.957;1.489;61;1
2;1.262;216;9;924;181;872;125;1.576;1.093;74;1
2;1.197;117;7;837;144;957;118;1.498;965;71;1
2;1.277;156;8;886;140;902;109;1.579;1.004;70;1
3;1.430;332;11;1.025;204;779;123;1.772;1.166;73;1
2;1.242;232;9;944;149;846;114;1.638;991;78;1
3;1.349;295;11;1.023;171;804;114;1.748;1.054;69;1
3;1.390;386;14;1.100;195;755;119;1.799;1.192;59;1
2;1.224;278;10;980;152;850;111;1.637;1.055;51;1
2;1.253;263;11;1.026;128;810;103;1.681;1.048;53;1
3;1.312;322;12;1.041;121;821;103;1.712;1.073;51;1
3;1.254;226;12;1.033;142;819;107;1.669;1.068;53;1
2;1.198;221;9;953;131;882;105;1.588;1.019;56;1
2;1.060;109;6;787;81;1.044;91;1.418;833;57;1
1;1.050;105;5;769;60;1.078;79;1.409;759;58;1
1;1.029;84;5;754;57;1.098;79;1.395;749;58;1
2;1.143;106;6;825;96;986;86;1.477;978;62;1
1;1.044;100;5;770;85;1.031;70;1.425;944;64;1
1;1.034;71;4;716;50;1.085;55;1.405;891;67;1
1;956;72;4;713;-200;1.099;-200;1.422;849;73;1
1;909;44;2;615;57;1.237;49;1.322;790;67;1
1;996;45;3;648;64;1.176;50;1.340;852;64;1
2;1.154;134;7;876;153;1.002;67;1.561;987;69;1
4;1.510;505;20;1.291;342;675;94;1.949;1.435;70;1
6;1.722;1.042;32;1.595;378;539;119;2.439;1.798;61;1
5;1.512;737;21;1.323;304;631;139;2.001;1.677;49;1
3;1.258;375;12;1.040;192;800;113;1.701;1.282;40;1
2;1.094;124;7;850;130;970;88;1.489;871;38;1
2;1.129;137;7;875;106;974;73;1.524;759;37;1
2;1.125;179;9;924;102;937;73;1.542;790;34;1
2;-200;222;-200;-200;99;-200;72;-200;-200;-200;-200
2;-200;197;-200;-200;108;-200;81;-200;-200;-200;-200
2;-200;319;-200;-200;131;-200;93;-200;-200;-200;-200
3;1.308;388;16;1.193;163;793;106;1.193;1.187;28;1
4;1.529;589;21;1.331;211;700;132;2.028;1.399;32;1
6;1.592;840;25;1.429;267;624;164;2.089;1.644;37;1
5;1.536;655;20;1.302;269;666;161;1.922;1.599;41;1
3;1.192;254;11;1.007;154;827;124;1.604;1.223;44;1
2;1.186;188;10;976;127;844;113;1.570;1.200;48;1
2;1.203;120;9;920;122;898;103;1.529;1.118;52;1
2;1.139;157;8;899;126;921;104;1.514;1.067;54;1
1;1.072;88;6;795;84;986;93;1.442;1.048;59;1
1;954;68;3;667;58;1.180;60;1.350;718;61;1
1;951;57;3;673;-200;1.137;-200;1.381;797;64;1
-200;926;36;3;638;37;1.195;52;1.342;749;66;1
1;968;51;3;628;56;1.197;66;1.372;737;73;1
1;1.067;93;4;727;91;1.055;82;1.448;903;72;1
3;1.386;284;13;1.083;159;798;109;1.833;1.159;74;1
4;1.474;486;20;1.306;190;634;114;2.060;1.365;70;1
5;1.569;798;21;1.316;249;634;139;2.054;1.510;65;1
3;1.375;524;16;1.177;196;706;127;1.898;1.386;52;1
3;1.328;468;14;1.123;180;738;127;1.821;1.368;44;1
3;1.341;454;16;1.176;167;748;135;1.825;1.347;34;1
3;1.297;461;16;1.183;159;765;130;1.773;1.242;31;1
3;1.303;391;15;1.139;152;790;126;1.761;1.138;31;1
3;1.281;337;14;1.116;149;809;121;1.703;1.080;27;1
3;1.248;297;14;1.103;143;872;122;1.632;1.002;23;1
4;1.382;588;20;1.288;185;778;138;1.799;1.212;22;1
5;1.491;721;23;1.385;223;685;165;1.915;1.486;30;1
5;1.620;710;24;1.407;215;641;154;2.052;1.567;40;1
6;1.693;787;25;1.439;271;618;168;2.083;1.723;43;1
3;1.374;415;14;1.121;180;771;146;1.685;1.399;43;1
2;1.287;245;10;982;115;841;124;1.582;1.291;47;1
2;1.408;294;12;1.052;149;761;124;1.684;1.443;53;1
2;1.254;139;9;941;98;828;106;1.566;1.270;52;1
1;1.141;98;6;827;73;936;88;1.488;1.110;54;1
1;1.141;88;5;777;69;986;83;1.455;1.060;58;1
1;1.042;66;4;697;-200;1.056;-200;1.410;965;58;1
1;986;57;3;651;60;1.145;74;1.380;891;58;1
1;1.005;57;3;673;56;1.103;64;1.387;905;62;1
1;1.041;60;4;683;73;1.112;69;1.398;899;60;1
2;1.272;200;10;959;159;846;91;1.660;1.136;62;1
3;1.436;451;15;1.154;203;704;96;1.872;1.391;56;1
3;1.472;422;14;1.126;211;720;106;1.816;1.460;51;1
-200;1.418;-200;11;1.023;-200;785;-200;1.720;1.410;43;1
-200;1.410;-200;11;1.030;-200;781;-200;1.743;1.372;42;1
-200;1.438;-200;13;1.096;-200;781;-200;1.779;1.266;36;1
-200;1.278;-200;11;1.000;-200;866;-200;1.621;1.014;31;1
-200;1.257;-200;11;1.006;-200;915;-200;1.573;870;27;1
-200;1.331;-200;12;1.046;-200;882;-200;1.635;905;28;1
-200;1.361;-200;14;1.102;-200;834;-200;1.704;991;27;1
-200;1.398;-200;15;1.156;-200;812;-200;1.722;1.076;27;1
-200;1.483;-200;17;1.213;-200;764;-200;1.798;1.249;29;1
-200;1.697;-200;27;1.471;-200;625;-200;2.153;1.548;37;1
-200;1.459;-200;14;1.124;-200;736;-200;1.823;1.300;48;1
-200;1.268;-200;9;918;-200;873;-200;1.602;1.029;50;1
-200;1.469;-200;14;1.128;-200;762;-200;1.870;1.207;51;1
-200;1.316;-200;9;952;-200;847;-200;1.644;1.047;54;1
-200;1.224;-200;8;892;-200;884;-200;1.580;923;57;1
-200;1.215;-200;7;843;-200;929;-200;1.551;862;59;1
-200;1.115;-200;5;782;-200;980;-200;1.500;752;62;1
-200;1.124;-200;6;793;-200;965;-200;1.521;791;65;1
-200;1.028;-200;4;682;-200;1.090;-200;1.448;697;65;1
-200;1.010;-200;3;650;-200;1.171;-200;1.434;664;67;1
-200;1.074;-200;4;731;-200;1.020;-200;1.488;891;69;1
-200;1.034;-200;4;684;-200;1.110;-200;1.423;813;65;1
-200;1.130;-200;4;720;-200;1.063;-200;1.461;828;59;1
-200;1.275;-200;8;900;-200;868;-200;1.634;1.057;50;1
-200;1.324;-200;9;939;-200;846;-200;1.658;1.011;41;1
-200;1.268;-200;8;902;-200;906;-200;1.589;932;37;1
-200;1.272;-200;9;924;-200;895;-200;1.603;881;34;1
-200;1.160;-200;7;860;-200;969;-200;1.531;646;32;1
-200;1.136;-200;6;792;-200;1.057;-200;1.476;536;31;1
-200;1.296;-200;10;977;-200;863;-200;1.642;746;31;1
-200;1.345;-200;11;996;-200;841;-200;1.678;833;36;1
-200;1.296;-200;10;983;-200;845;-200;1.626;802;36;1
-200;1.258;-200;10;977;-200;838;-200;1.636;838;39;1
-200;1.420;-200;13;1.085;-200;755;-200;1.756;1.051;45;1
-200;1.366;-200;11;997;-200;830;-200;1.673;1.041;49;1
-200;1.113;-200;5;772;-200;989;-200;1.493;646;56;1
-200;1.196;-200;7;853;-200;909;-200;1.556;769;59;1
-200;1.188;-200;6;829;-200;930;-200;1.540;785;61;1
-200;1.102;-200;5;750;-200;1.007;-200;1.470;613;64;1
-200;969;-200;2;611;-200;1.239;-200;1.330;430;63;1
-200;983;-200;2;600;-200;1.233;-200;1.375;485;62;1
-200;876;-200;1;505;-200;1.456;-200;1.294;467;57;1
-200;884;-200;1;489;-200;1.536;-200;1.278;436;54;1
-200;1.024;-200;3;658;-200;1.175;-200;1.417;682;64;1
-200;1.126;-200;6;822;-200;945;-200;1.541;927;65;1
-200;1.415;-200;13;1.089;-200;767;-200;1.795;1.192;63;1
-200;1.631;-200;26;1.449;-200;570;-200;2.299;1.615;59;1
-200;1.499;-200;18;1.247;-200;647;-200;1.972;1.505;57;1
3;1.461;424;14;1.127;236;703;124;1.836;1.451;57;1
3;1.430;339;14;1.107;228;713;121;1.853;1.409;55;1
3;1.498;445;16;1.171;206;684;114;1.942;1.434;54;1
3;1.454;535;15;1.162;188;682;114;1.915;1.457;52;1
3;1.402;278;13;1.069;158;733;106;1.793;1.325;48;1
2;1.327;256;10;971;124;803;89;1.705;1.120;42;1
2;1.273;245;10;963;98;832;82;1.662;931;38;1
3;1.457;458;16;1.190;160;678;111;1.877;1.212;43;1
4;1.543;710;20;1.290;194;631;132;2.011;1.353;45;1
4;1.499;678;18;1.239;174;651;121;1.957;1.359;48;1
3;1.378;436;14;1.102;157;742;116;1.796;1.273;49;1
2;1.243;178;9;928;109;852;100;1.622;1.079;51;1
2;1.196;160;8;885;85;884;89;1.589;973;52;1
2;1.137;177;7;869;90;890;92;1.554;951;54;1
1;1.015;101;4;718;61;1.065;71;1.428;714;55;1
1;978;66;3;635;36;1.188;51;1.382;579;57;1
1;933;40;2;547;25;1.357;39;1.336;542;59;1
1;927;54;2;579;-200;1.267;-200;1.370;562;61;1
1;908;39;2;569;24;1.303;35;1.360;526;62;1
1;980;62;3;677;73;1.141;64;1.435;659;59;1
2;1.236;120;9;920;164;880;94;1.641;1.012;59;1
5;1.664;599;24;1.407;329;594;134;2.198;1.564;55;1
6;1.757;1.084;34;1.636;302;494;129;2.560;1.806;53;1
4;1.524;776;22;;256;588;125;2.096;1.604;46;1
3;1.329;470;14;1.119;182;707;107;1.823;1.288;42;1
2;1.167;169;8;884;105;881;78;1.580;931;40;1
3;1.369;304;15;1.132;136;715;91;1.818;1.162;37;1
3;1.284;405;14;1.103;167;755;116;1.704;1.064;35;1
3;1.221;297;12;1.032;166;811;131;1.630;913;35;1
2;1.096;220;9;947;115;872;113;1.519;684;37;1
2;1.143;226;10;988;109;849;98;1.590;710;37;1
3;1.251;456;14;1.116;143;760;116;1.716;923;41;1
3;1.268;470;15;1.148;159;728;120;1.776;1.006;44;1
3;1.314;503;15;1.150;181;726;126;1.784;1.083;48;1
3;1.315;459;15;1.142;178;724;126;1.807;1.161;51;1
2;1.095;227;9;918;91;896;90;1.527;800;49;1
1;1.027;152;6;808;76;996;81;1.458;647;49;1
1;1.012;94;5;752;66;1.053;74;1.393;649;47;1
1;948;93;4;710;56;1.127;67;1.352;575;46;1
1;889;49;2;603;35;1.308;46;1.271;455;45;1
0;830;30;1;538;21;1.475;30;1.214;392;44;1
0;801;30;1;464;-200;1.749;-200;1.154;340;42;1
0;804;30;1;468;12;1.826;19;1.166;320;45;1
0;824;32;1;478;22;1.705;32;1.200;331;50;1
1;1.000;59;4;688;55;1.257;61;1.398;426;59;1
3;1.307;277;13;1.082;152;777;111;1.769;830;58;1
3;1.286;454;16;1.171;153;716;102;1.821;1.006;52;1
2;1.150;211;9;925;152;865;116;1.576;820;61;1
2;1.087;196;7;876;112;911;96;1.554;737;53;1
2;1.016;110;7;839;119;991;97;1.448;790;44;1
2;1.029;164;8;892;122;937;110;1.474;760;40;1
2;1.109;151;9;943;115;883;103;1.604;767;42;1
1;997;112;6;817;84;1.030;79;1.426;626;52;1
2;1.177;117;8;880;146;927;104;1.552;776;76;1
1;1.045;120;6;808;65;1.038;69;1.421;589;48;1
2;1.171;251;13;1.073;120;847;96;1.623;872;37;1
3;1.221;435;14;1.101;185;799;121;1.700;996;49;1
3;1.262;345;15;1.133;157;774;129;1.748;1.033;71;1
3;1.207;343;11;1.013;174;876;116;1.632;982;74;1
1;956;62;3;666;62;1.235;71;1.282;518;72;1
1;1.020;70;4;727;81;1.153;85;1.391;631;75;1
2;1.107;114;7;861;118;957;101;1.510;879;76;1
1;1.020;88;5;752;95;1.074;97;1.398;839;75;1
2;1.051;95;6;798;84;1.016;89;1.455;876;77;1
1;965;83;4;716;56;1.087;72;1.383;827;80;1
1;890;63;3;672;-200;1.183;-200;1.338;781;81;1
-200;823;38;2;568;43;1.366;57;1.263;699;76;1
1;869;68;3;642;69;1.291;62;1.288;723;72;1
1;939;59;5;754;74;1.169;64;1.384;797;70;1
3;1.274;226;14;1.109;161;820;80;1.723;1.138;71;1
5;1.512;802;27;1.482;308;596;118;2.189;1.605;64;1
4;1.435;585;19;1.271;300;676;130;1.885;1.569;54;1
3;1.207;324;12;1.041;189;813;113;1.620;1.319;43;1
2;1.223;308;13;1.075;164;818;112;1.678;1.198;34;1
2;1.121;238;11;1.026;122;865;96;1.541;958;27;1
3;1.176;301;14;1.123;166;816;125;1.609;1.068;27;1
3;1.144;294;14;1.114;181;845;128;1.551;1.010;23;1
3;1.136;353;13;1.089;127;856;101;1.552;928;25;1
2;1.085;209;11;1.004;106;888;95;1.454;816;25;1
4;1.297;538;20;1.287;192;723;138;1.798;1.216;25;1
5;1.408;808;24;1.404;241;646;154;1.972;1.463;29;1
6;1.618;974;29;1.530;326;579;171;2.167;1.791;33;1
4;1.319;544;16;1.172;232;746;136;1.699;1.425;40;1
2;1.045;138;7;857;92;968;93;1.410;922;42;1
1;1.058;92;6;824;95;993;99;1.411;971;46;1
2;-200;137;-200;-200;129;-200;106;-200;-200;-200;-200
2;-200;189;-200;-200;154;-200;109;-200;-200;-200;-200
2;-200;159;-200;-200;118;-200;97;-200;-200;-200;-200
1;-200;80;-200;-200;69;-200;83;-200;-200;-200;-200
1;-200;66;-200;-200;-200;-200;-200;-200;-200;-200;-200
1;-200;87;-200;-200;97;-200;79;-200;-200;-200;-200
1;-200;79;-200;-200;145;-200;84;-200;-200;-200;-200
2;-200;150;-200;-200;169;-200;86;-200;-200;-200;-200
3;-200;196;-200;-200;250;-200;111;-200;;-200;-200
3;-200;299;-200;-200;215;-200;117;-200;-200;-200;-200
3;-200;254;-200;-200;237;-200;122;-200;-200;-200;-200
2;-200;226;-200;-200;190;-200;119;-200;-200;-200;-200
3;-200;262;-200;-200;219;-200;121;-200;-200;-200;-200
4;-200;505;-200;-200;294;-200;127;-200;-200;-200;-200
4;-200;512;-200;-200;253;-200;135;-200;-200;-200;-200
2;-200;159;-200;-200;176;-200;119;-200;-200;-200;-200
3;-200;337;-200;-200;243;-200;137;-200;-200;-200;-200
4;-200;357;-200;-200;214;-200;139;-200;-200;-200;-200
3;-200;194;-200;-200;141;-200;117;-200;-200;-200;-200
;-200;278;-200;-200;166;-200;127;-200;-200;-200;-200
3;-200;303;-200;-200;197;-200;137;-200;-200;-200;-200
3;-200;234;-200;-200;191;-200;127;-200;-200;-200;-200
2;-200;128;-200;-200;159;-200;107;-200;-200;-200;-200
2;-200;160;-200;-200;175;-200;102;-200;-200;-200;-200
2;1.176;169;8;917;157;866;95;1.560;1.151;68;1
1;1.047;77;5;783;83;1.014;79;1.449;975;67;1
2;1.116;98;7;854;118;929;78;1.533;1.034;70;1
2;1.074;102;6;832;101;951;75;1.507;980;70;1
1;922;65;4;687;-200;1.142;-200;1.390;825;69;1
1;898;69;3;669;46;1.163;52;1.386;807;70;1
1;970;89;4;708;81;1.121;55;1.435;842;73;1
1;1.073;134;6;812;112;988;65;1.500;950;71;1
2;1.081;157;8;906;150;895;72;1.591;1.024;71;1
2;1.159;167;10;976;138;837;76;1.663;1.098;64;1
2;1.112;157;9;931;124;869;84;1.588;1.011;53;1
2;1.112;172;8;917;124;897;90;1.542;931;44;1
2;1.063;114;8;877;115;971;89;1.481;811;38;1
2;1.032;166;8;892;101;973;87;1.457;756;30;1
2;936;94;6;829;90;1.054;88;1.336;607;27;1
1;883;108;5;766;90;1.152;81;1.238;498;23;1
1;942;98;7;852;89;1.055;89;1.318;540;23;1
2;943;132;7;850;92;1.084;91;1.296;544;21;1
2;1.007;144;7;875;103;1.027;104;1.357;620;25;1
2;1.037;165;9;927;122;949;111;1.426;740;32;1
3;1.127;210;11;1.022;159;871;129;1.534;921;35;1
2;1.123;277;11;996;172;861;133;1.551;1.033;42;1
2;1.110;168;8;909;125;916;115;1.487;984;50;1
3;1.247;248;12;1.037;187;812;125;1.618;1.193;56;1
3;1.220;235;10;967;174;844;117;1.545;1.219;57;1
1;1.028;84;5;770;75;1.047;84;1.326;913;56;1
1;978;75;4;711;48;1.144;63;1.304;750;57;1
1;949;62;4;694;61;1.160;68;1.310;772;64;1
1;910;66;4;709;-200;1.162;-200;1.329;712;66;1
-200;863;49;3;651;38;1.224;52;1.286;712;70;1
1;836;38;3;643;38;1.244;49;1.306;727;71;1
1;856;44;3;644;41;1.259;49;1.301;746;71;1
1;888;60;3;651;51;1.240;52;1.298;733;67;1
1;912;88;4;694;61;1.196;58;1.343;727;64;1
1;938;70;4;706;47;1.177;51;1.320;642;48;1
2;1.053;94;6;823;87;1.040;77;1.386;810;35;1
2;1.087;126;7;870;107;1.014;90;1.412;851;29;1
3;1.153;181;9;945;161;969;118;1.425;911;23;1
1;894;66;4;710;61;1.209;70;1.200;611;22;1
1;797;54;2;606;26;1.452;35;1.076;368;19;0
1;854;48;3;658;42;1.409;46;1.108;369;19;0
1;892;66;3;665;55;1.348;58;1.150;394;24;1
1;935;65;3;672;65;1.299;61;1.183;415;27;1
1;989;68;4;709;75;1.225;80;1.233;469;31;1
2;1.063;118;6;797;93;1.079;93;1.285;607;35;1
1;922;65;3;674;63;1.220;78;1.205;498;38;1
1;925;63;4;680;60;1.223;76;1.217;481;37;1
1;924;61;3;648;63;1.272;74;1.186;465;39;1
1;914;63;3;661;66;1.256;81;1.187;478;38;1
1;840;31;2;556;41;1.474;58;1.094;366;38;1
1;799;29;1;514;42;1.615;59;1.036;332;34;1
1;856;34;2;581;36;1.448;54;1.111;346;34;1
1;830;34;2;560;-200;1.452;-200;1.066;350;33;1
0;753;9;1;462;16;1.822;25;955;274;31;0
0;785;14;1;448;16;1.923;26;1.003;263;38;1
0;835;23;1;472;33;1.756;49;1.117;314;44;1
1;865;36;1;494;39;1.613;53;1.185;367;50;1
1;922;39;2;541;45;1.453;57;1.246;432;54;1
1;975;38;2;598;63;1.268;73;1.293;536;56;1
1;1.040;55;3;646;71;1.210;78;1.325;555;60;1
1;1.115;75;4;707;104;1.105;93;1.384;677;63;1
1;1.004;64;3;641;85;1.201;71;1.305;557;61;1
1;895;39;1;536;53;1.415;56;1.229;421;64;1
1;917;42;2;563;58;1.415;60;1.257;423;68;1
1;1.025;78;4;689;89;1.189;77;1.325;519;61;1
1;1.035;69;3;660;96;1.222;82;1.301;533;71;1
1;1.025;67;4;682;88;1.197;77;1.313;537;65;1
1;1.040;83;4;705;100;1.149;91;1.324;612;59;1
2;1.070;79;5;776;127;1.065;93;1.369;697;60;1
1;964;68;4;692;88;1.176;82;1.292;573;58;1
1;904;56;3;635;66;1.269;74;1.233;489;56;1
1;913;49;3;626;61;1.271;68;1.234;474;58;1
1;914;56;2;610;54;1.322;65;1.230;455;58;1
1;893;48;2;587;46;1.368;58;1.219;433;58;1
1;844;27;1;532;25;1.499;36;1.176;376;60;1
0;837;29;1;518;18;1.581;29;1.182;360;61;1
0;868;32;1;530;-200;1.482;-200;1.215;384;63;1
0;825;47;1;489;21;1.565;28;1.171;363;60;1
1;956;66;3;656;76;1.251;68;1.356;525;68;1
2;1.124;163;7;853;149;960;99;1.531;873;69;1
4;1.496;524;19;1.272;328;667;130;2.011;1.399;64;1
5;1.452;657;22;1.354;282;620;128;2.057;1.501;58;1
3;1.172;324;12;1.042;206;797;120;1.641;1.186;52;1
2;1.020;144;7;871;133;956;93;1.426;911;51;1
2;1.044;135;8;900;137;934;96;1.471;919;47;1
2;1.020;140;7;866;116;972;84;1.429;791;43;1
2;1.009;141;8;885;112;994;87;1.439;751;38;1
2;1.073;181;10;966;128;935;87;1.537;805;37;1
2;1.098;227;10;971;145;877;103;1.527;966;41;1
2;1.061;149;8;887;110;920;88;1.462;869;42;1
3;1.289;425;15;1.158;184;755;118;1.791;1.196;43;1
5;1.442;669;22;1.337;243;630;134;2.004;1.523;47;1
5;1.479;680;22;1.343;259;631;144;1.995;1.579;47;1
4;1.266;446;15;1.138;205;726;129;1.747;1.370;50;1
2;1.149;205;9;952;144;845;108;1.577;1.204;54;1
2;1.168;194;9;954;152;843;104;1.586;1.201;59;1
2;1.079;115;7;847;108;925;90;1.463;1.122;62;1
1;1.047;74;5;760;64;1.032;74;1.379;1.003;61;1
1;936;85;4;705;73;1.086;73;1.364;918;65;1
1;900;66;3;635;47;1.207;60;1.307;836;63;1
0;839;60;2;576;-200;1.325;-200;1.285;759;64;1
-200;840;40;2;563;45;1.349;57;1.275;755;64;1
1;905;47;3;670;79;1.191;62;1.346;820;66;1
2;1.079;116;7;875;113;947;71;1.535;998;66;1
4;1.417;478;18;1.246;263;669;94;1.921;1.403;64;1
5;1.529;836;28;1.497;275;569;99;2.278;1.641;56;1
4;1.397;655;18;1.248;263;659;119;1.906;1.534;47;1
3;1.214;312;12;1.061;183;780;103;1.662;1.257;34;1
2;1.109;195;9;935;147;882;95;1.518;1.026;30;1
2;1.122;238;10;993;132;859;95;1.571;993;34;1
-200;1.094;-200;10;966;-200;877;-200;1.519;919;31;1
-200;1.164;-200;13;1.076;-200;788;-200;1.653;1.032;29;1
-200;1.188;-200;13;1.082;-200;790;-200;1.653;1.077;27;1
-200;1.098;-200;9;934;-200;895;-200;1.497;883;30;1
-200;1.180;-200;11;1.014;-200;826;-200;1.595;1.036;35;1
-200;1.195;-200;13;1.072;-200;799;-200;1.609;1.144;35;1
-200;1.234;-200;13;1.095;-200;789;-200;1.638;1.212;36;1
-200;1.425;-200;18;1.242;-200;675;-200;1.858;1.486;42;1
-200;1.320;-200;13;1.085;-200;730;-200;1.689;1.440;50;1
-200;1.158;-200;8;892;-200;870;-200;1.494;1.242;54;1
-200;1.060;-200;6;805;-200;964;-200;1.418;1.089;54;1
-200;1.036;-200;5;746;-200;1.034;-200;1.364;993;58;1
-200;943;-200;3;660;-200;1.163;-200;1.297;862;59;1
-200;899;-200;2;591;-200;1.243;-200;1.259;815;62;1
-200;889;-200;2;559;-200;1.331;-200;1.241;714;63;1
-200;847;-200;1;527;-200;1.416;-200;1.216;682;61;1
-200;918;-200;3;625;-200;1.255;-200;1.298;744;66;1
-200;1.105;-200;8;897;-200;906;-200;1.510;1.050;67;1
-200;1.491;-200;21;1.335;-200;625;-200;2.001;1.522;63;1
-200;1.508;-200;22;1.355;-200;609;-200;2.034;1.623;59;1
4;1.489;536;19;1.270;309;633;114;1.889;1.638;53;1
4;1.451;481;17;1.219;327;661;127;1.804;1.633;49;1
4;1.454;460;18;1.225;299;661;135;1.809;1.654;42;1
4;1.392;597;17;1.210;257;689;135;1.792;1.559;37;1
4;1.351;465;17;1.210;195;709;120;1.783;1.374;35;1
4;1.418;542;20;1.282;231;681;129;1.890;1.418;36;1
3;1.303;437;15;1.143;170;748;114;1.734;1.228;30;1
3;1.292;383;14;1.116;192;746;129;1.676;1.293;35;1
5;1.560;778;24;1.413;251;594;149;2.046;1.642;36;1
6;1.765;926;28;1.507;289;533;149;2.271;1.895;44;1
7;1.875;1.189;34;1.637;351;482;158;2.446;2.086;48;1
6;1.746;824;24;1.409;319;553;148;2.119;1.898;50;1
5;1.607;660;20;1.290;264;587;134;1.960;1.758;53;1
3;1.277;203;9;952;144;802;111;1.607;1.284;59;1
2;1.207;136;7;868;119;877;106;1.532;1.075;64;1
2;1.209;114;7;863;120;882;108;1.547;1.084;67;1
2;1.189;110;7;844;96;887;93;1.566;1.049;70;1
2;1.132;127;6;810;77;899;83;1.532;1.021;72;1
1;974;68;3;635;-200;1.159;-200;1.387;778;69;1
1;1.033;70;4;686;63;1.030;69;1.420;948;75;1
1;1.075;93;5;782;97;941;77;1.505;988;76;1
2;1.242;179;10;978;180;778;87;1.686;1.184;75;1
5;1.657;523;23;1.384;352;579;109;2.176;1.600;71;1
4;1.406;546;19;1.258;279;636;116;1.890;1.495;61;1
3;1.150;251;10;973;186;827;105;1.590;1.188;51;1
2;1.184;222;10;983;169;823;106;1.604;1.166;49;1
3;1.223;212;11;1.014;172;781;108;1.666;1.219;47;1
2;1.196;263;11;997;127;802;100;1.644;1.128;43;1
4;1.559;535;19;1.267;230;653;149;2.047;1.373;63;1
5;1.544;609;19;1.266;280;613;148;2.066;1.415;76;1
4;1.485;449;18;1.223;242;650;126;1.980;1.302;77;1
5;1.498;536;18;1.230;250;649;140;1.963;1.308;75;1
6;1.593;743;23;1.378;309;582;142;2.159;1.449;76;1
5;1.529;575;20;1.309;270;627;141;2.083;1.385;76;1
6;1.689;783;27;1.474;323;560;149;2.298;1.492;78;1
6;1.535;706;20;1.295;307;627;140;2.039;1.380;78;1
3;1.304;299;13;1.067;224;737;117;1.811;1.167;79;1
3;1.235;159;10;963;166;803;103;1.680;1.095;80;1
3;1.281;171;10;977;171;794;99;1.695;1.105;81;1
3;1.167;162;8;904;169;846;100;1.627;1.051;81;1
2;1.134;111;7;863;120;869;88;1.599;1.009;82;1
2;1.100;134;6;829;103;887;83;1.565;972;81;1
-200;1.057;-200;5;768;-200;958;-200;1.527;884;82;1
-200;902;-200;3;652;-200;1.158;-200;1.437;661;80;1
-200;982;-200;4;724;-200;1.055;-200;1.508;774;80;1
